key,en,es,pt_BR
DLG16_1723066397,"It's done through a [color=yellow]Daguerreotype[/color]. A box containing a silver-coated copper plate that is made photosensitive with iodine, bromine, and bromine vapors...","Se hace a través de un [color=yellow]Daguerrotipo[/color]. Una caja que contiene una placa de cobre recubierta de plata que se hace fotosensible con vapores de yodo, bromo y...","É feito através de um [color=yellow]Daguerreótipo[/color]. Uma caixa contendo uma placa de cobre revestida com prata que se torna fotossensível com iodo, bromo e vapores de bromo…"
DLG21_1723667871,Fuck you fucking demon.,Púdrete maldito demonio.,Foda-se seu maldito demônio.
DLG3_1690912410,Get out of my way kid.,Quitate de mi camino niño.,"Saia do meu caminho, jovem."
DLG7_1718311861,This person was actually an Alchemist of the Order...,Esta persona era realmente un Alquimista de la Orden...,Esta pessoa na realidade é um Alquimista d’A Ordem…
DLG9_1722549314,"And of those on record, they turn out to be skilled Alchemists of great power.","Y de los que se tiene registro, resultan ser Alquimistas habilidosos y de gran poder.","E aqueles que se tem registro, resultam ser Alquimistas habilidosos e de grande poder."
DLG42_1705010680,"Sure, don't worry, it's my turn now.","Claro, no te preocupes, ahora me toca a mí.","Com certeza, não se preocupe porque é a minha vez agora."
DLG22_1722530103,He died ten years ago under mysterious circumstances.,Murió hace diez años bajos misteriosas circunstancias.,Ele morreu dez anos atrás por misteriosas circunstâncias.
DLG1_1723066397,So this is his lab...,Así que este es su laboratorio...,Então esse é o laboratório dele…
DLG37_1723066397,No... it's nothing... what happened with Neumann's son?,No... no es nada... ¿qué pasó con el hijo de Neumann?,Não... não é nada... o que aconteceu com o filho de Neumann?
DLG37_1718748417,Uh... thank you?,Eh... ¿gracias?,Uh... obrigado?
DLG31_1705071479,"Ah... all right, I'll see what I can get... ","Ah... está bien, veré que consigo... ","Ah... tudo bem, Eu verei o que eu consigo… "
DLG36_1705004200,"No, nothing yet.","No, nada todavía.","Não, nada ainda."
DLG32_1671136581,And our path must continue. Take care of her.,Y nuestro camino debe seguir. Encárgate de ella.,E nosso caminho deve continuar. Cuidem dela.
DLG2_1671136236,I'll have to take a look at them.,Tendré que echarles un vistazo.,Eu irei dar uma olhada neles
DLG3_1675875815,I'm ending this myself.,Tendré que encargarme personalmente de ti.,Eu irei cuidar de você pessoalmente.
DLG48_1718748417,Yes... you are right.,Sí... tiene razón.,Sim... você está certo.
DLG30_1704732290,The health insurance and other benefits provided by The Order were suspended for a week for going to the_outpost without waiting for reinforcements.,El seguro de salud y otros beneficios que te da La Orden fueron suspendidos una semana por haber ido a the_outpost sin esperar los refuerzos.,O plano de saúde e outros benefícios fornecidos pel’A Ordem foram suspensas por uma semana para ir à the_outpost sem esperar por reforços.
DLG22_1677779048,And an alchemist must be able to control this vibration and master it at will.,Y un alquimista debe ser capaz de controlar esta vibración y dominarla a su voluntad.,E um alquimista deve ser capaz de controlar sua vibração e dominar à sua vontade.
DLG16_1713547682,I would like to stay and show you how to behave. But I must go...,Me gustaría quedarme a enseñarte cómo debes comportarte. Pero debo irme...,Eu gostaria de ficar e mostrar-lhe como se comportar. Mas eu devo me retirar…
DLG25_1724085796,"I don't know what to say... I didn't think you were a vengeful person, people say good things about you...","No sé que decir... no pensé que usted fuera una persona vengativa, la gente dice cosas buenas de usted...","Eu não sei o que dizer... Eu não achava que você fosse uma pessoa vingativa, as pessoas dizem coisas boas sobre você…"
DLG50_1718748417,What? I've done enough with finding you and clearing the path of demons.,¿Qué? Ya hice suficiente con encontrarte y despejar el camino de demonios.,O que? Já fiz o suficiente para te encontrar e limpar o caminho dos demônios.
DLG6_1726518782,I heard a crash and came to see what was going on...,Escuché un estruendo y vine a ver qué estaba pasando...,Eu ouvi um estrondo e vim para saber o que está acontecendo…
DLG19_1705004200,Thank you Nabig.,Gracias señorita Nabig.,Muito obrigado Nabig.
DLG21_1705090606,In addition to the fact that the money from this businessman will come to The Order.,Además de que el dinero de ese empresario llegará a La Orden...,Adicione o fato que esse dinheiro desse empresário chegará para A Ordem.
DLG75_1671137942,You've helped me enough already.,Ya me has ayudado lo suficiente.,Você já me ajudou o bastante.
DLG18_1706222258,My name is darryl Razhes. [color=yellow]Adeptis cuarto.[/color],Me llamo Dirián Razhes. [color=yellow]Adeptis cuarto.[/color],Me chamo darryl Razhes. [color=yellow]Adeptis cuarto.[/color]
DLG29_1705090606,Remember to go to the train station and make sure the inauguration goes well.,Recuerda ir a la estación del tren y asegurarte que la inauguración vaya bien.,Lembre de ir à estação de trem e tenha certeza que a inauguração ocorra bem.
DLG55_1671137942,"I like your style, boy.","Me agrada tu estilo, chico.","Eu gosto do seu estilo, jovem."
DLG54_1718897790,"Oh, yes, I promised you a reward...","Ah, cierto le prometí una recompensa...","Oh, sim, eu prometi uma recompensa…"
DLG24_1690912410,I will take your life but not before making you suffer.,Tomaré tu vida no sin antes hacerte sufrir.,Te farei sofrer antes de tirar a sua vida.
DLG43_1671137942,I've heard of your heroic efforts in Transylvania. How you defeated Dracula alone and...,He escuchado de sus hazañas en Transilvania. Sobre como derrotó a Drácula usted solo y...,Eu soube de suas ações heroicas na Transilvânia. De como derrotou Drácula sozinho e…
DLG7_1724085796,I need to earn the necessary merit to achieve this.,Necesito ganarme el mérito necesario para lograrlo.,Eu preciso ganhar o mérito necessário para atingir esse objetivo.
DLG10_1724085796,"I want things to get better in this country, and for no one to live in fear of demons again.","Quiero que las cosas mejoren en este país, y que nadie vuelva a vivir con miedo de los demonios.","Quero que as coisas melhorem nesse país, e que ninguém mais viva com medo de demônios."
DLG34_1718748417,I must go somewhere else,Debo ir a otro lugar,Eu preciso ir para algum lugar
DLG47_1705090606,Hermes Trimegistus was the person who placed science as the fundamental pillar in the correct handling of what was once called [color=yellow]Magic.[/color],Hermes Trimegisto fue la persona que colocó a la ciencia como el pilar fundamental en el correcto manejo de lo que una vez se llamó [color=yellow]Magia.[/color],Hermes Trimegistus foi a pessoa que colocou a ciência como um pilar fundamental e manejo correto o que um dia foi chamado de [color=yellow]Magia.[/color]
DLG3_1719417607,You have managed to prevent this incident from escalating.,Has logrado evitar que este incidente haya pasado a mayores.,Você conseguiu evitar que este incidente se agravasse.
DLG17_1706222258,So you are under john' orders? Who the hell are you?,¿Con que estás bajo las ordenes de john? ¿Quién demonios eres?,Então você está sob as ordens de john? Quem diabos é você?
DLG7_1706224082,(Does this guy really only think about eating?),(¿Este tipo de verdad solo piensa en comer?),(Esse cara realmente só pensa em comida?)
DLG17_1705090606,But this time I need you to help with something.,Pero esta vez necesito que ayudes en algo.,Mas desta vez eu preciso que você me ajude com uma coisa.
DLG16_1722549314,About the Spectra,Sobre los Espectros,Sobre os Espectros
DLG18_1719417607,"On the train I met another Adeptis who managed to escape, his name is shay Avicenna.","En el tren me encontré con otro Adeptis que logró escapar, su nombre es shay Avicena.","No trem, me encontrei com um Adeptis que conseguiu escapar, seu nome é shay Avicenna."
DLG8_1722549314,"Curiously, Alchemists who master these elements are rare to find.",Curiosamente los Alquimistas que dominan estos elementos son raros de encontrar.,"Curiosamente, Alquimistas que dominam estes elementos são raros de encontrar."
DLG19_1726500626,"Finally the Demon Core has been released from its seal, now I'll just need a [color=yellow]catalyst[/color] to use it.","Finalmente el Núcleo del Demonio ha sido liberado de su sello, ahora solo necesitaré un [color=yellow]catalizador[/color] para usarlo.","Finalmente o Núcleo Demoníaco foi liberado de seu selamento, agora eu apenas precisarei de um [color=yellow]catalisador[/color] para usá-lo."
DLG3_1709066034,Uh... I...,Eh... yo...,Uh... Eu…
DLG3_1677711345,I have to find another way out of here. I must hurry.,Tengo que buscar otra manera de salir de aquí y debo darme prisa.,Eu tenho que encontrar uma outra forma de sair daqui e rápido.
DLG22_1686779687,"Well, that's all. Anything you need from me, you can find me in the [color=yellow]Alchemy Lab[/color].","Bueno, eso es todo. Cualquier cosa que necesites de mí, me puedes encontrar en el [color=yellow]Laboratorio de Alquimia.[/color]","Bem, isso é tudo. Qualquer coisa que você precisar de mim, você pode me encontrar no [color=yellow]Laboratório de Alquimia[/color]."
DLG13_1722549314,I think that's too obvious if you have basic knowledge of Astronomy.,Creo que eso es demasiado obvio si tienes conocimientos básicos de Astronomía.,Creio que é muito óbvio se você possui conhecimento básico de Astronomia.
DLG11_1677104432,"Powerless, I could only watch as he had taken everything from me.","Impotente, solo pude ver como él me lo había arrebatado todo.","Incapaz, eu só pude ver enquanto ele levou tudo de mim."
DLG17_1705071479,Great! I knew I could count on you.,¡Genial! Sabía que podía contar contigo.,Ótimo! Eu sabia que podia contar com você.
DLG3_1723667871,Interesting... It's the first time a human has managed to discover my presence on his own...,Interesante... Es la primera vez que un humano logra descubrir mi presencia por cuenta propia...,Interessante... É a primeira vez que um ser humano foi capaz de descobrir a minha presença por conta própria…
DLG27_1712163955,It's time to go.,Es hora de irnos.,É hora de ir.
DLG6_1725643091,"To be honest with you, we don't know exactly. The merchant who supplies us with ingredients should have arrived a few days ago.","Siendo sincero con usted, no lo sabemos exactamente. El comerciante que nos suministra de ingredientes debería haber llegado desde hace unos días.","Sendo honesto com você, não sabemos exatamente. O comerciante que nos provém com os mantimentos deveria ter chegado há alguns dias atrás."
DLG4_1704732290,Mrs. Rachel...,Señora Rachel...,Senhora Rachel...
DLG18_1723667871,"Human idiot, I'm not on anyone's side.","Humano idiota, no estoy del lado de nadie.","Humano tolo, não estou do lado de ninguém."
DLG5_1723066161,It is a barrier that is built on the basis of Elemental Circuits.,Es una barrera que está construida en base a Circuitos Elementales.,É uma barreira construída na base dos Circuitos Elementais.
WEGOAURA,"Aura, we have to get out of here.","Aura, debemos irnos de aquí.","Aura, nós devemos sair daqui."
DLG5_1724085796,Uh... is it very noticeable?,Uh... ¿se nota mucho?,Uh... está muito na cara?
DLG8_1705071479,You too? ,¿Tú también? ,Você também? 
DLG72_1718897790,I must talk to your father,Debo hablar con tu padre,Eu preciso falar com o seu pai
DLG11_1712768333,Joseph? Where the hell are you? Show yourself.,¿Joseph? ¿Dónde rayos estás? Muestrate.,Joseph? Onde diabos você está? Apareça.
DLG13_1705071479,His screams of pain already made me guess.,Sus gritos de dolor ya me lo hacían suponer.,Os gritos de dor deles já me fizeram supor.
DLG31_1706222258,Just state your business. I ain't here to chat.,Ve al grano. No estoy aquí para charlar.,Vai direto ao ponto. Não estou aqui para conversa.
DLG33_1671136581,"Yes, sir.","Sí, señor.","Sim, senhor."
DLG53_1705090606,"To avoid a conflict is that we have let them act as they see fit, in the end they were not hurting anyone.","Para evitar un conflicto es que los hemos dejado actuar como ellos crean conveniente, al final no hacían daño a nadie.","Para evitar conflitos nós deixamos tudo como está e eles agem da forma conveniente deles, no fim não atacam ninguém."
DLG10_1723667871,"Oh, right, humans know him as [color=yellow]Nosferatu[/color]...","Ah, cierto, los humanos lo conocen como [color=yellow]Nosferatu[/color]...","Oh, sim, humanos o conhecem como [color=yellow]Nosferatu[/color]..."
DLG35_1718897790,Tell me more.,Dime más.,Me dê mais informações.
DLG70_1671137942,(But who am I to judge... I won't pursue the subject any further.),(Pero quién soy para juzgar... No seguiré más con el tema).,(Mas quem sou eu para julgar...Eu não continuarei mais com esse tema.)
DLG6_1705004200,"A friend got me a job here as a salesman, while the situation in the_outpost improves.","Un amigo me consiguió empleo aquí como vendedor, mientras la situación en the_outpost mejora.","Um amigo me arranjou um emprego como vendedor, enquanto a situação em the_outpost melhora."
DLG11_1723844799,"Good, you can continue with your work, good luck.","Bien, puedes continuar con tu trabajo, suerte.","Ótimo, você pode continuar com o seu trabalho, boa sorte."
DLG27_1677779048,"Do it, Nabig…",Hazlo Nabig...,Faça Nabig…
DLG8_1671136581,What you've done to my family is something I won't forget...,Lo que has hecho con mi familia es algo que no olvidaré...,O que você tem feito com a minha família é algo que não esquecerei…
DLG28_1705354727,An assault?,¿Un asalto?,Um assalto?
DLG45_1718748417,You should get out of here.,Deberías salir de aquí.,Você deveria sair daqui.
DLG67_1705090606,I see you are changing...,Veo que estás cambiando...,Eu percebo que você está mudando…
DLG33_1706222258,Ah... that's a pity. I'd better keep enjoying this delicious food while I can.,Ah... es una lástima. Mejor sigo disfrutando esta deliciosa comida mientras pueda.,Ah... que pena. É melhor continuar aproveitando este prato delicioso enquanto eu posso.
DLGIMUSTUSEPYRO,Gotta use fire here. Hitting it straight up ain't gonna work.,Debería usar fuego o calor... los golpes no servirán.,Eu deveria usar fogo ou calor...bater não funcionará.
DLG18_1726500626,"That's right, the knowledge of how this prism worked was lost over time, however Jean Neumann was able to replicate it.","Así es, el conocimiento sobre cómo funcionaba este prisma se perdió con el tiempo, sin embargo Jean Neumann fue capaz de replicarlo.","Com certeza, o conhecimento de como o prisma funciona se perdeu com o tempo, porém Jean Neumann foi capaz de replicá-lo."
DLG3_1705090606,"Nabig, glad you made it, how are your injuries?","Nabig, qué bueno que llegaste, ¿cómo están tus heridas?","Nabig, que bom que conseguiu, como estão seus ferimentos?"
DLG2_1705684052,It is designed to prevent less powerful demons from entering the city.,Está hecha para evitar que demonios sin tanto poder puedan entrar a la ciudad.,Foi projetada para impedir que demônios menos poderosos entrem na cidade.
DLG57_1718897790,"Uh... I don't know what it's for, but it looks too sophisticated to be just a toy.","Uh... no sé para que sirve, pero parece muy sofisticado como para ser un simple juguete.","Uh... eu não sei para que serve, mas parece muito sofisticado para ser apenas um brinquedo."
DLG22_1724085796,Eh... sorry for asking such a delicate question...,Eh... perdón por preguntar algo tan delicado...,É... me desculpe por tocar num assunto tão delicado…
DLG25_1704732290,"If you want to talk or something, [color=yellow]look for me in the library garden[/color], I'll be there in my free time.","Si quieres hablar o algo, [color=yellow]búscame en el jardín de la biblioteca[/color], ahí estaré en mi tiempo libre.","Se você quiser conversar ou mais alguma coisa, [color=yellow]me procure no jardim da biblioteca[/color], estarei lá no meu tempo livre."
DLG2_1705354727,"Attention passengers, our next stop is the_barrens station.","Atención pasajeros, nuestra próxima parada es la estación de the_barrens.","Atenção passageiros, nossa próxima parada é a estação de the_barrens."
DLG18_1705090606,A major businessman is opening train stations across the continent.,Un importante empresario va a inaugurar estaciones de tren a lo largo del continente.,Um grande empresário está criando estações de trem em todo o continente.
DLG27_1719417607,At least now we know that it can't be far away....,Al menos ahora sabemos que no puede estar muy lejos...,Pelo menos nós sabemos que não pode estar tão longe.…
DLG39_1718897790,What?,¿Qué?,O que?
DLG8_1724085796,I don't think it's worth overexerting yourself just for that.,No creo que valga la pena sobreesforzarse solo para eso.,Não acho que vale a pena se esforçar demais somente por isso.
DLG29_1718748417,Is my dad okay?,¿Mi papá está bien?,Meu pai está bem?
DLG19_1705354727,We will stop by your seats to pick up any valuables.,Pasaremos por sus asientos para recoger cualquier objeto de valor.,Nós iremos parar em seus assentos para pegar qualquer objetos de valor.
DLG4_1705004200,You're the guy I saw in the_outpost...,Tú eres el tipo que vi en the_outpost...,Você é o cara que eu vi em the_outpost...
DLG9_1677104432,About that fateful night.,Sobre aquella fatídica noche.,Sobre aquela fatídica noite.
WHATFCKHAPPENEDHERE,What the hell happened here?,¿Qué rayos ha pasado aquí?,Mas que diabos aconteceu aqui?
DLG13_1724085796,"Good luck, boy.","Buena suerte, chico.","Boa sorte, garoto."
DLG4_1690912410,I won't let you go anywhere.,No te dejaré ir a ningún lado.,Eu não vou te deixar ir para lugar nenhum.
DLG21_1705071479,And if you bring some Ahuizotes corpses it would be excellent to start my research.,Y si traes algunos cadáveres de Ahuizotes sería excelente para comenzar con mi investigación.,E se trouxer alguns corpos de Ahuizotes seria excelente para começar minha pesquisa.
DLG3_1678397417,Please use caution when storing and transporting these containers to ensure your safety and the safety of those around you.,"Por favor, tenga precaución al almacenar y transportar estos contenedores para garantizar su seguridad y la de quienes lo rodean.","Por favor, tenha cautela quando guardar e transportar estes contêineres para assegurar sua segurança e a todos ao seu redor."
DLG3_1721926706,There are equipment and circuits that can improve physical capacities.,Existen equipamientos y circuitos que pueden mejorar las capacidades físicas.,Há equipamentos e circuitos que podem melhorar as capacidades físicas.
DLG8_1686778008,And I'd appreciate it if you can hurry... I'll give you something in return.,Y te agradecería si puedes darte prisa... te daré algo a cambio.,E eu te agradeceria se você se apressasse… Eu te darei algo em troca.
DLG19_1705010680,How are you doing with the use of [color=yellow]Elemental Circuits[/color]?,¿Cómo te está yendo con el uso de los [color=yellow]Circuitos Elementales[/color]?,Como está o uso dos [color=yellow]Circuitos Elementais[/color]?
DLG46_1671137942,"That’s the least of it, you've fallen from a great height. I brought some medicine that might help you.","Es lo de menos, usted ha caído desde una gran altura. Traje algunas medicinas que le podrían ayudar. ","Pelo menos, você caiu de uma grande altura. Eu trouxe um remédio que pode te ajudar."
DLG38_1718897790,"That would be all, I hope you can find [color=yellow]Niña, Pinta and Santamaría[/color].","Eso sería todo, espero que pueda encontrar a [color=yellow]Niña, Pinta y Santamaría.[/color]","Isso é tudo, eu espero que consiga encontrar [color=yellow]Niña, Pinta e Santamaría[/color]."
DLG9_1723844799,"Because after a while of having killed them, the demons reappear, it's quite strange...","Porque después de un tiempo de haberlos matado, los demonios vuelven a aparecer, es bastante extraño...","Porque após ter os matado, os demônios reaparecem, o que é bem estranho..."
DLG7_1709065925,I'll be waiting for you in my office.,Te espero en mi oficina.,Estarei te esperando em meu escritório.
DLG12_1723844799,Leave it to me! I will make the city of the_outpost safe again!,¡Déjemelo a mí! ¡Haré que la ciudad de the_outpost vuelva a ser segura!,Deixe comigo! Eu farei com que a cidade de the_outpost fique segura novamente!
DLG52_1718897790,Thank you very much Nabig.,Muchas gracias señorita Nabig.,Muito obrigado Nabig.
DLG2_1704732290,Are you still having the same nightmare?,¿Sigues teniendo la misma pesadilla?,O mesmo pesadelo de sempre?
DLG41_1705004200,It is located in highwall.,Se encuentra en highwall.,Se encontra em highwall.
DLG13_1690912429,"And thanks to you, I have the material I needed.","Y gracias a ti, tengo el material que me hacía falta.","E graças a você, eu tenho o material necessário."
DLG11_1705071479,"With the information obtained after the attack in the city of the_outpost, a few things caught my attention.","Con la información obtenida después del ataque en la ciudad de the_outpost, algunas cosas me llamaron la atención.","Com a informação obtida após o ataque na cidade de the_outpost, algumas coisas chamaram minha atenção."
DLG2_1718664090,Could this be Joseph Cavendish's medallion?,¿Podría ser este el medallón de Joseph Cavendish?,Poderia ser o medalhão de Joseph Cavendish?
DLG12_1675875857,Die in agony!,¡Muere en agonía!,Morra em agonia!
DLG13_1718748417,That's what I should be asking...,Es lo que yo debería preguntar...,Eu que deveria perguntar isso…
DLG20_1671137942,"And when I succeed, I will ask them to let you go.","Y cuando lo logre, pediré que te dejen ir.","E quando eu conseguir, eu irei pedir a eles para te liberar."
DLG3_1723844799,What a pleasure to see you again.,Qué gusto volverla a ver.,Que prazer em te ver novamente.
DLG4_1671136581,Look at you... How you've grown...,Mírate... cuánto has crecido...,Olhe para você...O quanto você cresceu…
WATCHOUT,Watch out!,¡Cuidado!,Cuidado!
DLG18_1718312954,I'm ready to take on anyone.,Estoy listo para enfrentarme a quien sea.,Estou pronto para enfrentar qualquer um.
DLG2_1722549314,"Hi Nabig, Do you need help?","Hola Nabig, ¿Necesitas ayuda?","Olá Nabig, Precisa de ajuda?"
DLG9_1725643091,"Oh, that would be a great help.","Oh, eso sería de gran ayuda.","Oh, isso seria de grande ajuda."
DLG4_1709065925,It seems that my message did not reach you. I need to talk to you in my office.,Parece que mi mensaje no te ha llegado. Necesito hablar contigo en mi oficina.,Parece que minha mensagem não chegou até você. Eu preciso falar com você em meu escritório.
DLG11_1690912410,Insolence to our lord is paid with endgame.,La insolencia a nuestro señor se paga con la muerte.,Insolência dirigida à Vossa Eminência é paga com a morte.
DLG19_1722549314,"As I said before, the elemental sample should be as pure as possible. A sample with impurities would give an erroneous result.","Como dije antes, la muestra elemental debe ser lo más pura posible. Una muestra con impurezas arrojaría resultados érroneos.","Como eu disse antes, a amostra elemental deveria ser a mais pura possível. Uma amostra com impurezas nos daria um resultado equivocado."
DLG12_1725643091,So the area west of highwall is a good place to investigate.,Así que el área oeste de highwall es un buen lugar donde investigar.,Então a área oeste de highwall é um bom lugar para investigar.
DLG7_1712163955,I came by orders of our Lord.,Vine por órdenes de nuestro Señor.,Eu vim por ordem da Vossa Eminência.
DLG23_1723066397,That child...,Ese niño...,Essa criança…
DLG21_1719417607,shay Avicenna was a merchant who traveled throughout the continent in search of treasures or knowledge to profit from.,shay Avicena fue un comerciante que viajaba a lo largo del continente en busca de tesoros o conocimiento al cual poder sacarle provecho.,shay Avicenna foi um comerciante que viajou por todo o continente a procura de tesouros ou conhecimento para tirar proveito.
DLG19_1712768333,Right.,Cierto.,Ok.
DLG41_1705010680,"Well, I've done my part.","Bien, ya cumplí con mi parte.","Bem, eu fiz a minha parte."
DLG5_1686779687,"But that's it, I've taken care of all the demons.","Pero ya está, ya me encargué de todos los demonios.","Mas é isso, Já cuidei de todos os demônios."
DLG5_1723667871,The rumors must be true... You are the human who foiled the plans of [color=yellow]Xiquiripat.[/color],Los rumores deben ser ciertos... Eres el humano que frustró los planes de [color=yellow]Xiquiripat.[/color],Os rumores devem ser verdadeiros... Você é o humano que frustrou os planos de [color=yellow]Xiquiripat.[/color]
DLG7_1675875857,(She is a Chlorine Alchemist!),(¡Ella es una Alqumista de Cloro!),(Ela é uma Alquimista de Cloro!)
DLG7_1726500626,Three thousand years ago there was a war between two sides...,Hace tres mil años hubo una guerra entre dos bandos...,Trezentos anos atrás houve uma guerra entre duas frentes…
DLG4_1671139129,Create an [color=yellow]Alloy[/color] of Iron+Carbon from the alchemy system to increase the hardness of the whip.,Crea una [color=yellow]Aleación[/color] de Hierro+Carbono desde el sistema de alquimia para aumentar la dureza del látigo.,Cria uma [color=yellow]liga[/color] de Ferro+Carbono do sistema de alquimia para aumentar a durabilidade do chicote.
DLG66_1705090606,What?,¿Qué?,Como?
DLG9_1704732290,"Are you serious? Your life was in danger, and you care about that?","¿Es en serio? Tu vida estuvo en peligro, ¿y te preocupa eso?",Está falando sério? Sua vida estava em perigo e ainda se importa com isso?
DLG12_1704732290,I... I must go...,Yo... Debo irme...,Eu... Eu devo ir…
DLG21_1724085796,"When I was rescued, my only desire was to become stronger and take revenge.","Cuando me rescataron, mi unico deseo fue el de volverme más fuerte y vengarme.","Quando fui resgatada, meu único desejo era de me tornar mais forte e ter a minha vingança."
DLG21_1712163955,So I prefer to avoid the fatigue.,Así que prefiero evitarme la fátiga.,Então eu prefiro evitar a fadiga.
DLG1_1675878395,Damn! Can't get out!,¡Maldita sea! ¡No puedo salir!,Droga! Eu não consigo sair!
DLG17_1712163955,Uhm...,Uhm...,Uhm…
DLG48_1705090606,But I doubt very much that you came here wanting to debate those issues.,Pero dudo mucho que hayas venido a querer debatir sobre esos temas.,Mas eu duvido bastante que você veio aqui para debater sobre essas questões.
DLG28_1704732290,What happened to all the things I had?,¿Qué ha pasado con todas las cosas que tenía?,O que aconteceu com os meus pertences?
DLG30_1705090606,"Yes, of course.","Sí, claro.","Sim, claro."
DLG17_1726500626,The reverse dispersion prism...,El prisma de dispersión inversa...,O prisma de dispersão reverso…
DLG17_1704732290,But tomorrow I'm going after john. That's all there is to it.,"Pero mañana saldré en busca de john, no me importa nada más.","Porém amanhã eu irei procurar pelo john, Eu não me importo com mais nada."
DLG3_1705684052,"I could break down that door, but that's considered a crime...","Podría derribar esa puerta, pero eso es considerado un delito...","Eu podia quebrar essa porta, mas isso é considerado um crime…"
DLG8_1718387263,This Alchemist spent two years infiltrating the Ahuizotes.,Esta Alquimista estuvo dos años infiltrada en los Ahuizotes.,Essa Alquimista passou dois anos infiltrada entre os Ahuizotes.
DLG8_1705004200,That's right...,Así es...,Exatamente…
DLG13_1705004200,"I know you must have your own problems, but please....","Sé que usted debe tener sus propios problemas, pero por favor...","Eu sei que você deve ter seus próprios problemas, mas por favor…"
DLG16_1690912429,Did you... Did you create Termite!?,Acaso... ¿¡Has creado Termita!?,Você... Você criou Termite!?
DLG12_1671136581,"Don't worry, Eve. Her mind has only been tainted with the thoughts of the ungodly that prevent her from seeing the reality of this world and...","Descuida, Eve. Su mente solo se ha manchado con el pensamiento de los impíos que le impiden ver la realidad de este mundo y...","Não se preocupe, Eve. A mente dela está manchada com pensamentos dos ímpios para preveni-la de ver a realidade deste mundo e... "
DLG76_1718897790,Of course.,Por supuesto.,É claro.
DLG24_1704732290,"By the way, I will be in the_core for a few months.","Por cierto, estaré en the_core durante algunos meses.","A propósito, estarei em the_core por alguns meses."
DLG60_1671137942,(This kid's got heart. Respect.),(Este chico tiene agallas. Respeto.),(Esse garoto tem coragem. Respeito.)
DLG9_1718311861,She intended to approach our Lord with a malevolent plan in mind.,Pretendía acercarse a nuestro Señor con un malévolo plan en mente.,Ela havia a intenção de se aproximar de Vossa Eminência com intenções malevolentes em mente.
DLG40_1718897790,That's the name of my kittens.,Así se llaman mis gatitos.,São os nomes de meus gatinhos.
DLG38_1723066397,"Nothing is known about it, he disappeared after his father's endgame.","No se sabe nada al respecto, desapareció después de la muerte de su padre.","Nada se sabe sobre isso, ele desapareceu após a morte de seu pai."
DLG26_1706222258,I came to this city on a mission. Nothing else matters.,Vine a esta ciudad por una misión. Nada más importa.,Eu vim a esta cidade em missão. Nada mais importa.
DLG1_1718312954,What the hell...,Qué demonios...,Que diabos…
DLG3_1726182471,That bastard easily wiped out all of us.,Ese maldito acabó fácilmente con todos nosotros.,Esse maldito acabou facilmente com todos nós.
DLG16_1718897790,You look worried.,Te veo preocupado.,Você parece preocupado.
DLG8_1719417607,We must continue to thwart their plans to weaken them from within.,Debemos seguir frustrando sus planes para debilitarlos desde adentro.,Nós devemos continuar frustrando seus planos para enfraquecê-los por dentro.
DLG16_1704732290,Tonight only I will rest.,Solo esta noche descansaré.,Hoje à noite você apenas descansará.
DLG1_1705684052,That's a door sealed with mana...,Eso es una puerta sellada con maná...,É uma porta selada com mana…
DLG13_1719417607,Will you know anything about it?,¿Sabrás algo al respecto?,Você sabe alguma coisa sobre isso?
DLG11_1723667871,So you are also a Toziuha. What do you want?,Así que eres también un Toziuha. ¿Qué es lo que quieres?,Então você também é um Toziuha. O que você quer?
DLG34_1705004200,You haven't found anything about my daughter?,¿No ha encontrado nada sobre mi hija?,Você não achou nada sobre a minha filha?
DLG15_1690912429,I have been oxidizing the Iron particles you have transmuted.,He estado oxidando las partículas de Hierro que has transmutado.,Eu estive enferrujando as partículas de ferro que você transmutou.
DLG29_1724085796,"You're a weird boy, Atreu.","Eres un chico raro, Atreu.","Você é um rapaz estranho, Atreu."
DLG19_1724085796,That person killed my brother and a kind woman who was like a foster mother to me.,Esa persona mató a mi hermano y a una mujer amable que fue como una madre adoptiva para mí.,Essa pessoa matou meu irmão e uma gentil mulher que era como uma mãe adotiva para mim.
DLG9_1690912410,An Adeptis...,Con que un Adeptis...,Um Adeptis...
DLG3_1705075346,Remember that I will need some item from a dead Ahuizote to start my research.,Recuerda que necesitaré algún item de un Ahuizote muerto para comenzar mi investigación.,Lembre que eu precisarei de um certo item de um Ahuizote morto para começar minha pesquisa.
DLG29_1722549314,"Okay, come back if you need my help again.","Está bien, regresa si necesitas de nuevo mi ayuda.","Tudo bem, volte se precisar da minha ajuda novamente."
DLG5_1726518782,Atreu! What are you doing here?,¡Atreu! ¿Qué haces aquí?,Atreu! O que você está fazendo aqui?
DLG12_1690912410,"Stupid boy, can't you see he's just using you? john doesn't give a damn about you.","Estúpido niño, ¿no ves que solo te está usando? No le importas nada a john.","Garoto estúpido, não consegue notar que ele está te manipulando? john não se importa nem um pouco com você."
DLG11_1722530103,"[color=yellow]Legend has it that in the beginning of time, before the sun was born, there was an intense light...[/color]","[color=yellow]Cuenta la leyenda que en el principio de los tiempos, antes de que el sol naciera existía una luz intensa...[/color]","[color=yellow]A lenda diz que nos primórdios do tempo, antes do Sol nascer, havia uma luz intensa…[/color]"
